,Event,Person
0,Комплексный интернет-маркетинг при ограниченном бюджете,дмитрий сидорин
0,Комплексный интернет-маркетинг при ограниченном бюджете,михаил прохоров
0,Вебинар Unity 2D: часть 2,дмитрий минский
0,Digital-трансформация Билайн: пространство для развития,александр пятигорский
0,Digital-трансформация Билайн: пространство для развития,мякинино крокус
0,Digital-трансформация Билайн: пространство для развития,светлана иванова
0,Операционные системы и программное обеспечение ПК. Цикл лекций «Все о компьютерах»,максим смирнов
0,Эффективная контекстная реклама. Как увеличить отдачу от Яндекс.Директ и Google Adwords за 3 дня,анна ветринская
0,"""Кому и какая CRM-cистема нужна?"" - бесплатный семинар",екатерина самогаева
0,Как создать онлайн курс мирового уровня,дмитрий репин
0,Как создать онлайн курс мирового уровня,александр турилин
0,Третья встреча JUG.SEV,егор титов
0,Третья встреча JUG.SEV,денис кирпиченков
0,Третья встреча JUG.SEV,дмитрий чуйко
0,Третья встреча JUG.SEV,павел муравьев
0,Как поднять b2b продажи - однодневный интенсив от Максима Руденко,максим руденко
0,Как поднять b2b продажи - однодневный интенсив от Максима Руденко,макс руденко
0,RailsClub Moscow 2015,иван немытченко
0,RailsClub Moscow 2015,тимофей цветков
0,Встреча тестировщиков в First Line Software,ольга емельянова
0,Встреча тестировщиков в First Line Software,роман иовлев
0,Интеллект-стек: как создается Deus Ex Machina,анатолий левенчук
0,Сентябрьский Python Meetup 25.09.15,евгений климов
0,Сентябрьский Python Meetup 25.09.15,владимир шебуняев
0,"Веб-сайт, интернет-магазин, лендингпейдж. Повышаем конверсию онлайн-бизнеса.",евгений молев
0,SPM Meetup #25,сергей соболев
0,SPM Meetup #25,алексей васильев
0,"Встреча jug.msk.ru 24 сентября 2015 с Алексеем Федоровым, Одноклассники - Общество Мертвых Потоков",алексей фёдоров
0,MoscowJS 25,алексей охрименко
0,MoscowJS 25,денис измайлов
0,MoscowJS 25,дмитрий головин
0,MoscowJS 25,иван елкин
0,Моральное развитие в цифровую эпоху — обсуждение с Даной Клисанин,дан клисанин
0,Моральное развитие в цифровую эпоху — обсуждение с Даной Клисанин,рой эскотт
0,"Бесплатный вебинар ""Шесть простых способов загрузить товары в  AdvantShop.NET""",евгений глухов
0,"UPGRADE: бизнес-завтрак ""Выход в регионы: доставка, собственные магазины, выдача ""  (produced by E-commerce Solutions и East-West Digital News)",кирилл филлимонов
0,"UPGRADE: бизнес-завтрак ""Выход в регионы: доставка, собственные магазины, выдача ""  (produced by E-commerce Solutions и East-West Digital News)",александр иванов
0,"UPGRADE: бизнес-завтрак ""Выход в регионы: доставка, собственные магазины, выдача ""  (produced by E-commerce Solutions и East-West Digital News)",алексей прыгин
0,Вебинар про профстандарт “Системный аналитик” с Денисом Бесковым,денис бесков
0,"Основы схемотехники - вспоминаем КАК, разбираем задачи, задаем вопросы",сергей деордиев
0,"Основы схемотехники - вспоминаем КАК, разбираем задачи, задаем вопросы",анна вакулик
0,Инстаграм завтрак,анастасия уютновая
0,"Приглашаем на вебинар ""1С:Документооборот – полезный инструмент для наведения порядка""",юлий зорёв
0,"Приглашаем на вебинар ""1С:Документооборот – полезный инструмент для наведения порядка""",кодерлайна другой
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",ильдар зверев
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",леонид бугаев
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",булада субан
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",кирилл брылев
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",ирина лиленко
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",владимир вайнер
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",станислав рождественский
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",вильгельм пик
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",денис богатов
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",дмитрий чернышев
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",антон москаленко
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",данил попов
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",никита тихонов
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",гузель санжапова
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",майя богданова
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",наталья починок
0,"Вторая международная конференция крауд-технологий ""CrowdMap2015""",леонид гроховский
0,Илья Космодемьянский — Внутреннее устройство PostgreSQL для практикующих инженеров,илья космодемьянский
0,Открытый мастер-класс «Тренды SEO 2015»,леонид гроховский
0,Семинар №15 : Применение SDN-технологий в кампусных сетях,александр петровский
0,Презентация IBM Bluemix в Высшей школе ИТИС КФУ,сергей жерновой
0,"Мини-курс ""Компрессированное введение в Maya""",сергей цыпцын
0,"Семинар ""Майя для чайников. Все, что надо знать про MAYA, прежде чем понять, чем вы хотите заниматься в жизни""",сергей цыпцын
0,"TechTalks ""Fight the Limits"" [4 встреча]",артём воробьев
0,Визуальное мышление для не-дизайнеров,дмитрия мысок
0,"Интенсивный курс ""Основы комплексного интернет-маркетинга""",александр королёв
0,"Интенсивный курс ""Основы комплексного интернет-маркетинга""",ярослав табаков
0,"Интенсивный курс ""Основы комплексного интернет-маркетинга""",ольга шипицына
0,Первая встреча официального сообщества Google Developers Group в Казани,геннадий васильков
0,Первая встреча официального сообщества Google Developers Group в Казани,максим давыдов
0,Первая встреча официального сообщества Google Developers Group в Казани,роман гафиатуллин
0,Первая встреча официального сообщества Google Developers Group в Казани,стас сыченков
0,"18 сентября: Авторский мастер-класс Андрея Боганова ""Разработка целевой процессной модели управления ИТ-активами (ITAM). Взаимосвязи с другими процессами""",андрей боганов
0,"18 сентября: Авторский мастер-класс Ильи Курылева ""Игрофикация: как мотивировать партнеров и удаленных сотрудников"" (или ""как управлять теми, кто не обязан подчиняться"").",илья курылев
0,Разработка digital-продукта: как создать прототип за два дня / Events at TimePad.ru,манс адлер
0,"18 сентября: Мастер-класс компании ""Cleverics"" ""Метод сервисных операций. Формирование бизнес-ориентированного каталога услуг""",евгений шилов
0,"18 сентября: Мастер-класс компании ""Cleverics"" ""Метод сервисных операций. Формирование бизнес-ориентированного каталога услуг""",трой дюмулен
0,Публичная лекция для студентов технических вузов,алон лектор
0,"18 сентября: Мастер-класс компании ""Ай-Теко"" Переход от ресурсной к сервисной модели планирования затрат на ИТ: экономическая теория и практика",дмитрий мельников
0,"18 сентября: Мастер-класс компании ""Ай-Теко"" Переход от ресурсной к сервисной модели планирования затрат на ИТ: экономическая теория и практика",алексей заславский
0,Артем Гавриченков — DDoS-атаки,артем гавриченков
0,Артем Гавриченков — DDoS-атаки,артём гавриченков
0,Студия ustwo: новые правила игры в digital-мире / Events at TimePad.ru,манс адлер
0,Предстартовая встреча HackDay #39 в Пензе,ярослав решетников
0,Предстартовая встреча HackDay #39 в Пензе,михаил кечинов
0,"IT-конференция ""Сервера и Дата-центры""",алексей мальцев
0,"IT-конференция ""Сервера и Дата-центры""",вячеслав белов
0,"IT-конференция ""Сервера и Дата-центры""",николай фридберг
0,"IT-конференция ""Сервера и Дата-центры""",игорь басов
0,"IT-конференция ""Сервера и Дата-центры""",дмитрия рогова
0,"IT-конференция ""Сервера и Дата-центры""",наталья бычкова
0,"IT-конференция ""Сервера и Дата-центры""",ольга комиссарова
0,Specia Conf,дмитрий максимов
0,Specia Conf,тимофей квачев
0,Specia Conf,михаил кечинов
0,Specia Conf,михаил кучин
0,Specia Conf,святослав бочкарев
0,Specia Conf,алексей илюхин
0,Specia Conf,денис коротаев
0,Specia Conf,элина павлова
0,Specia Conf,александр шульман
0,Приглашаем на семинар «Автоматизация управления потребностями в финансировании в группе компаний»,кодерлайна другой
0,Приглашаем на семинар «Автоматизация управления потребностями в финансировании в группе компаний»,дмитрий ведущий
0,"Митап «IT-компании и НКО: новый рынок, благотворительность и развитие для сотрудников»",наталья мартынова
0,"Митап «IT-компании и НКО: новый рынок, благотворительность и развитие для сотрудников»",александр бабкин
0,"Митап «IT-компании и НКО: новый рынок, благотворительность и развитие для сотрудников»",анастасий гулявин
0,"Митап «IT-компании и НКО: новый рынок, благотворительность и развитие для сотрудников»",ильяна ааман
0,"Открытый урок ""Интернет-магазин: с нуля до гипермаркета""",ярослава табакова
0,"Открытый урок ""Интернет-магазин: с нуля до гипермаркета""",ярослав табаков
0,"Открытый урок ""Интернет-магазин: с нуля до гипермаркета""",александр докучалов
0,«Два года в жизни образовательного проекта или от Fotoshkola.net к  Fotoschola.com»,аркадий акулов
0,«Два года в жизни образовательного проекта или от Fotoshkola.net к  Fotoschola.com»,аркадия акулова
0,«Два года в жизни образовательного проекта или от Fotoshkola.net к  Fotoschola.com»,аркадий акулов
0,«Два года в жизни образовательного проекта или от Fotoshkola.net к  Fotoschola.com»,аркадия акулова
0,"Лекция ""Управление репутацией в Интернете""",антон варнавский
0,DevsGo to GameDev MeetUp ep.6,макс слинкин
0,Открытие Осенней UX-конференции (РШСД),иван васильев
0,Открытие Осенней UX-конференции (РШСД),дмитрий сатин
0,Открытие Осенней UX-конференции (РШСД),ксения стернина
0,Открытие Осенней UX-конференции (РШСД),мария сташенко
0,Открытие Осенней UX-конференции (РШСД),фёдор аксёнов
0,Открытие Осенней UX-конференции (РШСД),романа чёрный
0,Открытие Осенней UX-конференции (РШСД),владимир мельников
0,Открытие Осенней UX-конференции (РШСД),павел манахов
0,Открытие Осенней UX-конференции (РШСД),виталий черемисинов
0,Онлайн-курс «Профессия: Менеджер партнерских программ» (Affiliate Manager),василий пучков
0,История вычислительной техники. Цикл лекций «Все о компьютерах»,максим смирнов
0,Яна Чурикова: «Новая коммуникативная среда. Как стать королем лайков и репостов»,ян чуриков
0,Увеличение продаж в интернет-магазине в условиях кризиса,руслан пиотровский
0,Data Fest #1,павел калайдин
0,Data Fest #1,алексей натекин
0,Data Fest #1,роман дегтярев
0,Data Fest #1,хэнк роарк
0,Data Fest #1,вячеслав баранов
0,Data Fest #1,константин воронцов
0,Data Fest #1,владимир лемпитский
0,Data Fest #1,дмитрий петухов
0,Data Fest #1,михаил трофимов
0,SEO продвижение (практический курс),карл маркс
0,Встреча Java User Group Зеленоград,эдуард гринченко
0,Встреча Java User Group Зеленоград,эдуарда гринченко
0,Основы контекстной рекламы в Яндекс.Директ,мария фальчикова
0,Лекция о масштабируемых способах нахождения первых N результатов пространственно-временного запроса,сковсгаард андерс
0,"Бесплатный вебинар ""Интернет-магазин с нуля на платформе AdvantShop.NET""",ирина трусова
0,Государственные субсидии и соглашения,иван бегтин
0,«Как учить детей и подростков программированию?»,дмитрий лоханский
0,«Как учить детей и подростков программированию?»,татьяна тищенко
0,«Как учить детей и подростков программированию?»,александр смирнов
0,«Как учить детей и подростков программированию?»,дарья абрамова
0,WordPress Meetupp #8 в DataArt'е,анна ладошкина
0,WordPress Meetupp #8 в DataArt'е,руслан бегалиев
0,Эффективная стратегия маркетинга для  Вашего интернет-магазина,кирилл хаткевич
0,Эффективная стратегия маркетинга для  Вашего интернет-магазина,арин пимченко
0,Лекция для дизайнеров «Как продвигать себя в интернете»,даниэль петросян
0,"Открытый урок ""Секретные технологии сверхприбыльного интернет-маркетинга за 2 часа""",ярослава табакова
0,"Открытый урок ""Секретные технологии сверхприбыльного интернет-маркетинга за 2 часа""",ярослав табаков
0,StartUp посиделки. Личный брендинг,даша лейчинская
0,StartUp посиделки. Личный брендинг,сергей сухов
0,Инстаграм завтрак,анастасия уютновая
0,"Приглашаем на вебинар ""ERP: общий обзор функционала и последних изменений, выпущенных в версии 2.1""",олег демиденко
0,"Приглашаем на вебинар ""ERP: общий обзор функционала и последних изменений, выпущенных в версии 2.1""",кодерлайна другой
0,Онлайн-курс «Профессия: Управляющий Интернет-проектами»,василий пучков
0,"TechTalks ""Fight the Limits"" [3 встреча]",артём воробьев
0,EkbJS 2,алексей иванов
0,EkbJS 2,павел волокитин
0,EkbJS 2,роман парадеев
0,Бесплатный вебинар:как стать email-маркетологом и зарабатывать интересно?,полина теплякова
0,РИФ.Ульяновск,риф ленин
0,Интерактивный дизайн: как это работает. Профессия дизайнер.,дмитрия глумова
0,"Лекторий GoTo: Алёна Владимирская о профессиях будущего и о том, как стать супервостребованным специалистом",алёна владимирская
0,Frontend Union Conf,зарема халилова
0,Frontend Union Conf,сергей жигалов
0,Frontend Union Conf,владимир дашукевич
0,Frontend Union Conf,варвар степанов
0,Frontend Union Conf,михаил ларченко
0,SPM Meetup #24 - встреча в формате Lean Coffee,иван селиховкин
0,Августовский Python Meetup 28.08.15,филипп кучерявый
0,Августовский Python Meetup 28.08.15,андрей солдатенко
0,Лекторий GoTo: Антон Конушин о компьютерном зрении и ФКН ВШЭ,антон конушин
0,Как привлечь инвестиции через краудфандинг?,анна ошарова
0,Проектирование UI для аналитиков,александр овчаренко
0,27 августа 2015 года приглашаем Вас на день открытых дверей!,александр олейник
0,Город 2.0: Кому нужны городские приложения?,дмитрий барышников
0,Город 2.0: Кому нужны городские приложения?,степан митаки
0,Город 2.0: Кому нужны городские приложения?,руслан шекуров
0,Город 2.0: Кому нужны городские приложения?,алексей сидоренко
0,Открытая лекция Сергея Белоусова,сергей белоусов
0,"""Окно в долину. Опыт стартапа по освоению зарубежного рынка"" - открытый мастер-класс",стив бланк
0,Бесплатный воркшоп для руководителей и владельцев бизнеса: от бизнес-стратегии к монетизации,владимир лапардин
0,Бесплатный воркшоп для руководителей и владельцев бизнеса: от бизнес-стратегии к монетизации,евгений данилов
0,Вадим Макеев — Opera 20,вадим макеев
0,UX Moscow meetup (август),антон уткин
0,UX Moscow meetup (август),романа чёрный
0,SPB .NET Meetup #4,дмитрий нестерук
0,SPB .NET Meetup #4,антон шабанов
0,SPB .NET Meetup #4,михаил щербаков
0,SPB .NET Meetup #4,всеволод иванов
0,SPB .NET Meetup #4,дмитрий власов
0,SPB .NET Meetup #4,анатолия кулак
0,Вебинар «Как использовать интернет-маркетинг в кризис?»,александр пайо
0,Вебинар «Как использовать интернет-маркетинг в кризис?»,антон ковалевский
0,Вебинар «Как использовать интернет-маркетинг в кризис?»,надежда евлампиева
0,Разработка web-приложений,роман мартынов
0,1С сервер: как сэкономить?,ян бучкевич
0,1С сервер: как сэкономить?,денис климов
0,Лекторий GoTo: Григорий Бакунов о главных трендах в IT и технологиях Яндекса,григорий бакунов
0,Лекторий GoTo: Григорий Бакунов о главных трендах в IT и технологиях Яндекса,лев толстой
0,Форум информационных технологий,олег бартунов
0,Интернет-тренды 2015 года от создателя конструктора Telegram-ботов Кирилла Данилова,кирилл данилов
0,Как быстро расти стартапу или основы Growth Hacking - стратегии от Юрия Дрогана,юрий дроган
0,Frontend TALKS & WORKS,владимир гриненко
0,Frontend TALKS & WORKS,зарема халилова
0,Frontend TALKS & WORKS,андрей волынкин
0,Frontend TALKS & WORKS,всеволод родионов
0,Frontend TALKS & WORKS,алексей плуталов
0,Frontend TALKS & WORKS,вадим макеев
0,"TechTalks ""Fight the Limits"" [2 встреча]",артём воробьев
0,Моделирование предметных областей,денис иванов
0,Курс «Маркетинг и PR в социальных сетях»,влад титов
0,Убойная deadукция: повышаем конверсию сквозной аналитикой,ирина литвинова
0,Altirix Security Day,александр кузьмин
0,Altirix Security Day,ярослав смирнов
0,Altirix Security Day,михаил романов
0,Платежные сервисы будущего: Международный опыт,артём генкин
0,Инстаграм завтрак,анастасия уютновая
0,"Семинар Яндекс.Денег ""Всё об онлайн-платежах""",борис ельцин
0,"Семинар Яндекс.Денег ""Всё об онлайн-платежах""",надежда шестакова
0,"Семинар Яндекс.Денег ""Всё об онлайн-платежах""",олег никитин
0,DevsGo to GameDev MeetUp ep.5,макс слинкин
0,Азбука сотовой связи,кирилл латышев
0,Азбука сотовой связи,алексей алдошин
0,SEO-оптимизация и E-mail маркетинг для интернет-магазина,светлана русова
0,Functional Programming Conference 2015,никита прокопов
0,Умные устройства 2015,никита юрьев
0,Умные устройства 2015,дмитрий карюгин
0,Умные устройства 2015,игорь ковалев
0,Умные устройства 2015,анатолий попков
0,Умные устройства 2015,даниил грудачев
0,Умные устройства 2015,алексей мелешихин
0,"Приглашаем на вебинар «1С: Платформа 8.3.6, новые возможности»",евгений аверкин
0,"Приглашаем на вебинар «1С: Платформа 8.3.6, новые возможности»",кодерлайна другой
0,"Вебинар ""Краудфандинг не то, чем кажется. Секреты за кулисами сбора денег.""",кирилл готовцев
0,3-ая встреча сибирского кейс-клуба интернет-магазинов,анна комарцева
0,3-ая встреча сибирского кейс-клуба интернет-магазинов,ирина поддубная
0,Лекция о Maven и рекомендательных движках,олег гузаков
0,"Давид Ян, основатель компании ABBYY",ян бал
0,"Давид Ян, основатель компании ABBYY",игорь никитин
0,"Вводная лекция: ""Разработка новых продуктов и сервисов"" в Британской Высшей Школе Дизайна.",юрий чернышев
0,"Способы оплаты и доставки, работа с профилем покупателя",светлана русова
0,Бесплатный практический семинар “Считаем все или эффективные методы организации интернет-маркетинга для любой компании”,илья мальцев
0,Бесплатный практический семинар “Считаем все или эффективные методы организации интернет-маркетинга для любой компании”,сергей фёдоров
0,Энтони Таусенд — Новые граждане Умного города,энтони достоевский
0,"TechTalks ""Fight the Limits""",артём воробьев
0,Угрозы наступающего будущего: что нас ждет в эпоху компьютерной цивилизации?,иосиф дзялошинский
0,Веб-дизайн: бесплатный курс,валерий ткачев
0,Александр Тарасов — Docker в банке,александр тарасов
0,fprog spb august,иван анисимов
0,fprog spb august,константин соколов
0,Инстаграм завтрак,анастасия уютновая
0,Работа с ценами и заказами в интернет-магазине.,светлана русова
0,"""Интернет вещей"" в образовании: путь в профессию и бизнес",михаил овсянников
0,"""Интернет вещей"" в образовании: путь в профессию и бизнес",дмитрий кирьянов
0,"""Интернет вещей"" в образовании: путь в профессию и бизнес",елена кривцова
0,"""Интернет вещей"" в образовании: путь в профессию и бизнес",юлий ядгаров
0,"""Интернет вещей"" в образовании: путь в профессию и бизнес",алексей корнилов
0,"""Интернет вещей"" в образовании: путь в профессию и бизнес",дмитрий орлов
0,Совместная встреча сообществ тестировщиков и технических писателей Санкт-Петербурга,станислава салангина
0,GameDev Paper - Pro style,ян шрайбер
0,Бесплатный Зеленый Фитнес 2 августа!,мурат димитров
0,"Образовательный курс "" Как запустить успешный проект в ВКонтакте""",максим лектор
0,Измерение и анализ эффективности SMM,игорь денисов
0,Основы Adwords и Analytics,алексей амилющенко
0,Основы Adwords и Analytics,александр кулачиков
0,MoscowJS 24,андрей яманов
0,MoscowJS 24,олег елифантьев
0,MoscowJS 24,андрей гершун
0,MoscowJS 24,алексей чернышев
0,SPM Meetup #23,петер сервис
0,Интернет-магазин: основные инструменты продающего сайта,андрей веприков
0,Интернет-магазин: основные инструменты продающего сайта,василий баранов
0,Основы педагогического дизайна: онлайн курс,елена тихомирова
0,Убойная deadукция: повышаем конверсию сквозной аналитикой,ирина литвинова
0,Приглашаем на вебинар  «Введение в транзакционные блокировки»,кодерлайна другой
0,Приглашаем на вебинар  «Введение в транзакционные блокировки»,владимир костюк
0,Внедрение Service Desk,технико пример
0,Внедрение Service Desk,андрей ковалев
0,"Вебинар ""Asset Store: купи-продай""",валентин симонов
0,"Вебинар ""Asset Store: купи-продай""",дмитрия юхан
0,"Вебинар ""Asset Store: купи-продай""",артём нетягин
0,Телефония как способ управления и увеличения продаж,павел соболев
0,"Geek Party в ""Слободе""",александр иванов
0,"Мастер-класс ""Подготовка и использование видеореференсов для персонажной анимации""",андрей евдокимов
0,Стартап школа 24-30 июля (ТИМ Бирюса),критби молодёжный
0,RailsClub Ruby митап №2,александр меркулов
0,RailsClub Ruby митап №2,захар день
0,RailsClub Ruby митап №2,антон давыдов
0,RailsClub Ruby митап №2,игорь варавко
0,DataTalks #3: онлайн-опросы,светлана половинкина
0,DataTalks #3: онлайн-опросы,айгуль мавлетова
0,Как инновации в коммуникациях помогают нам стать влиятельными людьми,ирина базилева
0,"23 июля 2015 г. Бесплатный семинар ""Современные подходы к повышению эффективности бизнеса"" (Санкт-Петербург)",михиаил беляев
0,"23 июля 2015 г. Бесплатный семинар ""Современные подходы к повышению эффективности бизнеса"" (Санкт-Петербург)",игорь остюченко
0,"23 июля 2015 г. Бесплатный семинар ""Современные подходы к повышению эффективности бизнеса"" (Санкт-Петербург)",василий карпук
0,"23 июля 2015 г. Бесплатный семинар ""Современные подходы к повышению эффективности бизнеса"" (Санкт-Петербург)",стюарт хендерсон
0,"23 июля 2015 г. Бесплатный семинар ""Современные подходы к повышению эффективности бизнеса"" (Санкт-Петербург)",юлий кузнецов
0,Тренды маркетинга 2015. Летний воркшоп,антон ковалевский
0,Тренды маркетинга 2015. Летний воркшоп,йеллоу банан
0,Конкурсы в социальных сетях как инструмент повышения лояльности,светлана мельникова
0,Июльская встреча сообщества .NET разработчиков Санкт-Петербурга,дмитрий иванов
0,Июльская встреча сообщества .NET разработчиков Санкт-Петербурга,дмитрия иванова
0,Июльская встреча сообщества .NET разработчиков Санкт-Петербурга,дмитрий наумов
0,Как запустить успешный проект в ВКонтакте,максим спикер
0,Управление запросами,андрей ковалев
0,SEO-оптимизация и E-mail маркетинг для интернет-магазина,светлана русова
0,"Бесплатный вебинар ""Как создать сайт и заработать на этом деньги""",алексей лукьянчук
0,"Семинар ""New Media и генеративная графика""",стас глазов
0,#СтартапимНаПатриках,алексей боков
0,"Мастер-класс ""Как создать прототип Вашего проекта без посторонней помощи?""",павел шалаев
0,"Мастер-класс ""Как создать прототип Вашего проекта без посторонней помощи?""",сергей живулин
0,Workshop: «Boomstarter: как создать медиаплан проекта»,алексей кожемякин
0,Как инновации проникают на рынки потребителей благодаря медиаконтенту,татьяна комиссарова
0,Symfony Moscow Meetup - Symfoniacs - 16 июля,александр лисаченко
0,Symfony Moscow Meetup - Symfoniacs - 16 июля,ильяс салихов
0,"Рынок информационной безопасности и защиты данных: проблемы, свободные ниши и возможности для новых стартапов и продуктов в России",олег михальский
0,"Рынок информационной безопасности и защиты данных: проблемы, свободные ниши и возможности для новых стартапов и продуктов в России",андрей брызгин
0,"Рынок информационной безопасности и защиты данных: проблемы, свободные ниши и возможности для новых стартапов и продуктов в России",юрий черкас
0,"Приглашаем 16 июля на вебинар ""Концепция оперативного планирования производства в ERP""",олег демиденко
0,"Приглашаем 16 июля на вебинар ""Концепция оперативного планирования производства в ERP""",кодерлайна другой
0,Мастер-класс по инструментам веб-продвижения от Евгения Летова,евгения лёт
0,Мастер-класс по инструментам веб-продвижения от Евгения Летова,евгений летов
0,2-ая встреча сибирского eСommerce кейс-клуба,анна исаева
0,2-ая встреча сибирского eСommerce кейс-клуба,дмитрий спикер
0,2-ая встреча сибирского eСommerce кейс-клуба,ирина поддубная
0,Управление инцидентами,андрей ковалев
0,DevsGo to GameDev Meetup ep.4,макс слинкин
0,Мастер-класс «Как представить свой бизнес в интернете»,северо западный
0,Мастер-класс «Как представить свой бизнес в интернете»,билл гейтс
0,Мастер-класс «Как представить свой бизнес в интернете»,екатерина подольская
0,Мастер-класс «Как представить свой бизнес в интернете»,виктория логинова
0,"Вебинар ""Как правильно репортить баги""",руслан григорьев
0,"""Прямая линия"": все, что вы хотите спросить о ""ВКонтакте""",сергей федюнин
0,"""Прямая линия"": все, что вы хотите спросить о ""ВКонтакте""",дмитрий румянцев
0,Научно-популярная лекция «Квантовый компьютер: все еще миф или уже реальность?»,алексей устинов
0,"Конференция ""Раздутое эго или CG в современном мире""",вадима шатёр
0,"Конференция ""Раздутое эго или CG в современном мире""",сергей цыпцын
0,"Конференция ""Раздутое эго или CG в современном мире""",илья суворкин
0,"Конференция ""Раздутое эго или CG в современном мире""",константин харитонов
0,"Конференция ""Раздутое эго или CG в современном мире""",владимир лазаренко
0,Workshop: «Игрофикация: универсальные инструменты для жизни и бизнеса»,сергей щукин
0,GameDev Event -   Unity User Group Meeting & Обзорная лекция по геймдизайну,михаил фарленков
0,11 ИЮЛЯ: StartUpСабантуй DEMODAY,романа шайхутдин
0,Митап сообщества SPb e-Learning. Тема «Интерактивные диалоги: 7 бед – один ответ»,мария ваганова
0,Workshop: «Boomstarter: вознаграждения по крауд-проектам»,кирилл фролов
0,Мастер - класс по настойке контекстной рекламы Яндекс,дмитрий носов
0,Убойная deadукция: повышаем конверсию сквозной аналитикой,ирина литвинова
0,Открытый урок «Интернет-магазин: с нуля до гипермаркета»,ярослава табакова
0,Открытый урок «Интернет-магазин: с нуля до гипермаркета»,ярослав табаков
0,Открытый урок «Интернет-магазин: с нуля до гипермаркета»,александр докучалов
0,Вебинар «Особенности маркетинга и продаж в ИТ в Латинской Америке»,мария ильичева
0,Вебинар «Особенности маркетинга и продаж в ИТ в Латинской Америке»,ася власова
0,Вебинар «Особенности маркетинга и продаж в ИТ в Латинской Америке»,валентин макаров
0,ITIL. Foundation 2011. Избранное,андрей ковалев
0,"Официальная презентация социального проекта ""Аудио-шоу “Өрле”""",жадыр нурпеисова
0,"Официальная презентация социального проекта ""Аудио-шоу “Өрле”""",диана бакбергенова
0,Язык бизнеса для специалистов,олег м
0,Язык бизнеса для специалистов,алексей лукацкий
0,Мастеркласс: MS Excel и Power Query для профессионалов по интернет-маркетингу и веб-аналитике,стас ставский
0,Мастеркласс: MS Excel и Power Query для профессионалов по интернет-маркетингу и веб-аналитике,виталий шаповал
0,Мастеркласс: MS Excel и Power Query для профессионалов по интернет-маркетингу и веб-аналитике,джим колинс
0,Мастеркласс: MS Excel и Power Query для профессионалов по интернет-маркетингу и веб-аналитике,роман рыбальченко
0,Мастеркласс: MS Excel и Power Query для профессионалов по интернет-маркетингу и веб-аналитике,максим уваров
